,Date,G#,Age,Tm,Away,Opp,Att,Rush_YDS,Y/A,Rush_TD,Tgt,Rec,Rec_YDS,Y/R,Rec_TD,Ctch%,Y/Tgt,Snap_Pct,Snaps,Name,Position,Season,DKPt
781,2019-11-10,9.0,22.156,CHI,0,DET,17.0,60.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,61%,34.0,David Montgomery,RB,2019,6.0
782,2019-11-17,10.0,22.163,CHI,1,LAR,14.0,31.0,2.21,0.0,3.0,1.0,19.0,19.0,0.0,33.3%,6.33,46%,35.0,David Montgomery,RB,2019,6.0
783,2019-11-24,11.0,22.17,CHI,0,NYG,13.0,22.0,1.69,0.0,3.0,2.0,9.0,4.5,0.0,66.7%,3.0,63%,47.0,David Montgomery,RB,2019,5.1
784,2019-11-28,12.0,22.174,CHI,1,DET,16.0,75.0,4.69,0.0,2.0,2.0,12.0,6.0,1.0,100.0%,6.0,60%,39.0,David Montgomery,RB,2019,16.7
785,2019-12-05,13.0,22.180999999999997,CHI,0,DAL,20.0,86.0,4.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0%,0.0,64%,45.0,David Montgomery,RB,2019,7.6
786,2019-12-15,14.0,22.191,CHI,1,GNB,14.0,39.0,2.79,0.0,1.0,1.0,10.0,10.0,0.0,100.0%,10.0,43%,36.0,David Montgomery,RB,2019,5.9
787,2019-12-22,15.0,22.198,CHI,0,KAN,13.0,57.0,4.38,0.0,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,56%,35.0,David Montgomery,RB,2019,6.9
788,2019-12-29,16.0,22.205,CHI,1,MIN,23.0,113.0,4.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,65%,49.0,David Montgomery,RB,2019,20.3
789,2019-10-06,5.0,26.176,LAC,0,DEN,12.0,31.0,2.58,0.0,6.0,4.0,7.0,1.75,0.0,66.7%,1.17,46%,32.0,Melvin Gordon,RB,2019,7.8
790,2019-10-13,6.0,26.183000000000003,LAC,0,PIT,8.0,18.0,2.25,0.0,4.0,3.0,30.0,10.0,0.0,75.0%,7.5,60%,37.0,Melvin Gordon,RB,2019,7.8
791,2019-10-20,7.0,26.19,LAC,1,TEN,16.0,32.0,2.0,0.0,3.0,2.0,-3.0,-1.5,1.0,66.7%,-1.0,52%,33.0,Melvin Gordon,RB,2019,9.9
792,2019-10-27,8.0,26.197,LAC,1,CHI,8.0,31.0,3.88,1.0,3.0,2.0,3.0,1.5,0.0,66.7%,1.0,56%,25.0,Melvin Gordon,RB,2019,11.4
793,2019-11-03,9.0,26.204,LAC,0,GNB,20.0,80.0,4.0,2.0,4.0,3.0,29.0,9.67,0.0,75.0%,7.25,63%,45.0,Melvin Gordon,RB,2019,25.9
794,2019-11-07,10.0,26.208000000000002,LAC,1,OAK,22.0,108.0,4.91,1.0,1.0,1.0,25.0,25.0,0.0,100.0%,25.0,63%,47.0,Melvin Gordon,RB,2019,23.3
795,2019-11-18,11.0,26.219,LAC,0,KAN,14.0,69.0,4.93,0.0,5.0,3.0,21.0,7.0,0.0,60.0%,4.2,52%,41.0,Melvin Gordon,RB,2019,12.0
796,2019-12-01,12.0,26.232,LAC,1,DEN,20.0,99.0,4.95,0.0,3.0,2.0,11.0,5.5,0.0,66.7%,3.67,65%,40.0,Melvin Gordon,RB,2019,13.0
797,2019-12-08,13.0,26.239,LAC,1,JAX,12.0,55.0,4.58,1.0,5.0,5.0,29.0,5.8,0.0,100.0%,5.8,48%,29.0,Melvin Gordon,RB,2019,19.4
798,2019-12-15,14.0,26.246,LAC,0,MIN,7.0,28.0,4.0,0.0,7.0,5.0,36.0,7.2,0.0,71.4%,5.14,40%,25.0,Melvin Gordon,RB,2019,9.4
799,2019-12-22,15.0,26.253,LAC,0,OAK,9.0,15.0,1.67,2.0,7.0,6.0,32.0,5.33,0.0,85.7%,4.57,61%,37.0,Melvin Gordon,RB,2019,22.7
800,2019-12-29,16.0,26.26,LAC,1,KAN,14.0,46.0,3.29,1.0,7.0,6.0,76.0,12.67,0.0,85.7%,10.86,47%,36.0,Melvin Gordon,RB,2019,24.2
801,2019-09-08,1.0,22.035999999999998,TAM,0,SFO,13.0,75.0,5.77,0.0,1.0,1.0,18.0,18.0,0.0,100.0%,18.0,32%,22.0,Ronald Jones II,RB,2019,10.3
802,2019-09-12,2.0,22.04,TAM,1,CAR,4.0,9.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,12%,7.0,Ronald Jones II,RB,2019,0.9
803,2019-09-22,3.0,22.05,TAM,0,NYG,14.0,80.0,5.71,0.0,1.0,1.0,41.0,41.0,0.0,100.0%,41.0,31%,23.0,Ronald Jones II,RB,2019,13.1
804,2019-09-29,4.0,22.057,TAM,1,LAR,19.0,70.0,3.68,1.0,1.0,1.0,12.0,12.0,0.0,100.0%,12.0,49%,36.0,Ronald Jones II,RB,2019,15.2
805,2019-10-06,5.0,22.064,TAM,1,NOR,9.0,35.0,3.89,0.0,3.0,2.0,21.0,10.5,0.0,66.7%,7.0,33%,19.0,Ronald Jones II,RB,2019,7.6
806,2019-10-13,6.0,22.070999999999998,TAM,0,CAR,4.0,10.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,16%,13.0,Ronald Jones II,RB,2019,7.0
807,2019-10-27,7.0,22.085,TAM,1,TEN,11.0,35.0,3.18,0.0,3.0,1.0,17.0,17.0,0.0,33.3%,5.67,26%,21.0,Ronald Jones II,RB,2019,6.2
808,2019-11-03,8.0,22.092,TAM,1,SEA,18.0,67.0,3.72,1.0,2.0,2.0,15.0,7.5,0.0,100.0%,7.5,55%,42.0,Ronald Jones II,RB,2019,16.2
809,2019-11-10,9.0,22.099,TAM,0,ARI,11.0,29.0,2.64,1.0,8.0,8.0,77.0,9.63,0.0,100.0%,9.63,46%,38.0,Ronald Jones II,RB,2019,23.6
810,2019-11-17,10.0,22.105999999999998,TAM,0,NOR,4.0,13.0,3.25,0.0,4.0,2.0,1.0,0.5,0.0,50.0%,0.25,30%,20.0,Ronald Jones II,RB,2019,3.4
811,2019-11-24,11.0,22.113000000000003,TAM,1,ATL,12.0,51.0,4.25,1.0,3.0,3.0,16.0,5.33,0.0,100.0%,5.33,50%,32.0,Ronald Jones II,RB,2019,15.7
812,2019-12-01,12.0,22.12,TAM,1,JAX,6.0,8.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,28%,21.0,Ronald Jones II,RB,2019,0.8
813,2019-12-08,13.0,22.127,TAM,0,IND,11.0,36.0,3.27,0.0,5.0,4.0,23.0,5.75,0.0,80.0%,4.6,35%,27.0,Ronald Jones II,RB,2019,9.9
814,2019-12-15,14.0,22.134,TAM,1,DET,11.0,23.0,2.09,0.0,3.0,1.0,26.0,26.0,0.0,33.3%,8.67,45%,34.0,Ronald Jones II,RB,2019,5.9
815,2019-12-21,15.0,22.14,TAM,0,HOU,14.0,77.0,5.5,1.0,4.0,3.0,32.0,10.67,0.0,75.0%,8.0,51%,37.0,Ronald Jones II,RB,2019,19.9
816,2019-12-29,16.0,22.148000000000003,TAM,0,ATL,11.0,106.0,9.64,0.0,2.0,2.0,10.0,5.0,0.0,100.0%,5.0,44%,23.0,Ronald Jones II,RB,2019,15.6
817,2019-09-15,2.0,34.178000000000004,WAS,0,DAL,10.0,25.0,2.5,1.0,2.0,2.0,7.0,3.5,0.0,100.0%,3.5,31%,18.0,Adrian Peterson,RB,2019,11.2
818,2019-09-23,3.0,34.186,WAS,0,CHI,12.0,37.0,3.08,0.0,3.0,1.0,-3.0,-3.0,0.0,33.3%,-1.0,47%,36.0,Adrian Peterson,RB,2019,4.4
819,2019-09-29,4.0,34.192,WAS,1,NYG,11.0,28.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,41%,20.0,Adrian Peterson,RB,2019,2.8
820,2019-10-06,5.0,34.199,WAS,0,NWE,7.0,18.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,27%,15.0,Adrian Peterson,RB,2019,1.8
821,2019-10-13,6.0,34.205999999999996,WAS,1,MIA,23.0,118.0,5.13,0.0,2.0,2.0,18.0,9.0,0.0,100.0%,9.0,63%,37.0,Adrian Peterson,RB,2019,18.6
822,2019-10-20,7.0,34.213,WAS,0,SFO,20.0,81.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,64%,29.0,Adrian Peterson,RB,2019,7.1
823,2019-10-24,8.0,34.217,WAS,1,MIN,14.0,76.0,5.43,0.0,2.0,2.0,27.0,13.5,0.0,100.0%,13.5,72%,31.0,Adrian Peterson,RB,2019,12.3
824,2019-11-03,9.0,34.227,WAS,1,BUF,18.0,108.0,6.0,0.0,1.0,1.0,22.0,22.0,0.0,100.0%,22.0,70%,35.0,Adrian Peterson,RB,2019,17.0
825,2019-11-17,10.0,34.241,WAS,0,NYJ,9.0,25.0,2.78,0.0,2.0,2.0,5.0,2.5,0.0,100.0%,2.5,26%,17.0,Adrian Peterson,RB,2019,5.0
826,2019-11-24,11.0,34.248000000000005,WAS,0,DET,10.0,27.0,2.7,0.0,1.0,1.0,22.0,22.0,0.0,100.0%,22.0,34%,20.0,Adrian Peterson,RB,2019,5.9
827,2019-12-01,12.0,34.255,WAS,1,CAR,13.0,99.0,7.62,1.0,1.0,0.0,0.0,0.0,0.0,0.0%,0.0,36%,23.0,Adrian Peterson,RB,2019,15.9
828,2019-12-08,13.0,34.262,WAS,1,GNB,20.0,76.0,3.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,44%,28.0,Adrian Peterson,RB,2019,13.6
829,2019-12-15,14.0,34.269,WAS,0,PHI,16.0,66.0,4.13,1.0,3.0,3.0,25.0,8.33,0.0,100.0%,8.33,60%,32.0,Adrian Peterson,RB,2019,18.1
830,2019-12-22,15.0,34.275999999999996,WAS,0,NYG,15.0,36.0,2.4,1.0,2.0,2.0,19.0,9.5,0.0,100.0%,9.5,47%,33.0,Adrian Peterson,RB,2019,13.5
831,2019-12-29,16.0,34.283,WAS,1,DAL,13.0,78.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,25.0%,0.0,45%,28.0,Adrian Peterson,RB,2019,7.8
832,2019-09-09,1.0,29.234,NOR,0,HOU,6.0,43.0,7.17,1.0,3.0,2.0,4.0,2.0,0.0,66.7%,1.33,27%,18.0,Latavius Murray,RB,2019,12.7
833,2019-09-15,2.0,29.24,NOR,1,LAR,5.0,7.0,1.4,0.0,1.0,1.0,16.0,16.0,0.0,100.0%,16.0,35%,22.0,Latavius Murray,RB,2019,3.3
834,2019-09-22,3.0,29.247,NOR,1,SEA,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,21%,12.0,Latavius Murray,RB,2019,0.2
835,2019-09-29,4.0,29.254,NOR,0,DAL,4.0,14.0,3.5,0.0,1.0,1.0,6.0,6.0,0.0,100.0%,6.0,24%,17.0,Latavius Murray,RB,2019,3.0
836,2019-10-06,5.0,29.261,NOR,0,TAM,7.0,28.0,4.0,0.0,2.0,2.0,6.0,3.0,0.0,100.0%,3.0,33%,23.0,Latavius Murray,RB,2019,5.4
837,2019-10-13,6.0,29.268,NOR,1,JAX,8.0,44.0,5.5,0.0,3.0,3.0,35.0,11.67,0.0,100.0%,11.67,42%,28.0,Latavius Murray,RB,2019,10.9
838,2019-10-20,7.0,29.275,NOR,1,CHI,27.0,119.0,4.41,2.0,6.0,5.0,31.0,6.2,0.0,83.3%,5.17,84%,64.0,Latavius Murray,RB,2019,35.0
839,2019-10-27,8.0,29.281999999999996,NOR,0,ARI,21.0,102.0,4.86,1.0,12.0,9.0,55.0,6.11,1.0,75.0%,4.58,82%,61.0,Latavius Murray,RB,2019,39.7
840,2019-11-10,9.0,29.296,NOR,0,ATL,5.0,12.0,2.4,0.0,2.0,2.0,7.0,3.5,0.0,100.0%,3.5,24%,16.0,Latavius Murray,RB,2019,3.9
841,2019-11-17,10.0,29.303,NOR,1,TAM,10.0,27.0,2.7,0.0,3.0,2.0,5.0,2.5,0.0,66.7%,1.67,40%,27.0,Latavius Murray,RB,2019,5.2
842,2019-11-24,11.0,29.31,NOR,0,CAR,7.0,64.0,9.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,39%,25.0,Latavius Murray,RB,2019,12.4
843,2019-11-28,12.0,29.314,NOR,1,ATL,4.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,27%,13.0,Latavius Murray,RB,2019,0.2
844,2019-12-08,13.0,29.324,NOR,0,SFO,7.0,69.0,9.86,0.0,3.0,2.0,25.0,12.5,0.0,66.7%,8.33,33%,24.0,Latavius Murray,RB,2019,11.4
845,2019-12-16,14.0,29.331999999999997,NOR,0,IND,9.0,29.0,3.22,0.0,3.0,2.0,20.0,10.0,0.0,66.7%,6.67,33%,22.0,Latavius Murray,RB,2019,6.9
846,2019-12-22,15.0,29.338,NOR,1,TEN,7.0,14.0,2.0,0.0,3.0,2.0,11.0,5.5,0.0,66.7%,3.67,36%,25.0,Latavius Murray,RB,2019,4.5
847,2019-12-29,16.0,29.345,NOR,1,CAR,17.0,61.0,3.59,0.0,1.0,1.0,14.0,14.0,0.0,100.0%,14.0,54%,37.0,Latavius Murray,RB,2019,8.5
848,2019-09-08,1.0,22.005,BUF,1,NYJ,4.0,70.0,17.5,0.0,6.0,5.0,28.0,5.6,0.0,83.3%,4.67,68%,45.0,Devin Singletary,RB,2019,14.8
849,2019-09-15,2.0,22.011999999999997,BUF,1,NYG,6.0,57.0,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,33%,23.0,Devin Singletary,RB,2019,11.7
850,2019-10-20,6.0,22.046999999999997,BUF,0,MIA,7.0,26.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,38%,21.0,Devin Singletary,RB,2019,2.6
851,2019-10-27,7.0,22.054000000000002,BUF,0,PHI,3.0,19.0,6.33,0.0,6.0,4.0,30.0,7.5,1.0,66.7%,5.0,68%,40.0,Devin Singletary,RB,2019,14.9
852,2019-11-03,8.0,22.061,BUF,0,WAS,20.0,95.0,4.75,1.0,4.0,3.0,45.0,15.0,0.0,75.0%,11.25,66%,41.0,Devin Singletary,RB,2019,23.0
853,2019-11-10,9.0,22.068,BUF,1,CLE,8.0,42.0,5.25,0.0,6.0,3.0,8.0,2.67,0.0,50.0%,1.33,68%,46.0,Devin Singletary,RB,2019,8.0
854,2019-11-17,10.0,22.075,BUF,1,MIA,15.0,75.0,5.0,0.0,1.0,1.0,4.0,4.0,0.0,100.0%,4.0,73%,52.0,Devin Singletary,RB,2019,8.9
855,2019-11-24,11.0,22.081999999999997,BUF,0,DEN,21.0,106.0,5.05,0.0,2.0,1.0,8.0,8.0,0.0,50.0%,4.0,70%,52.0,Devin Singletary,RB,2019,15.4
856,2019-11-28,12.0,22.086,BUF,1,DAL,14.0,63.0,4.5,0.0,4.0,3.0,38.0,12.67,1.0,75.0%,9.5,79%,52.0,Devin Singletary,RB,2019,19.1
857,2019-12-08,13.0,22.096,BUF,0,BAL,17.0,89.0,5.24,0.0,8.0,6.0,29.0,4.83,0.0,75.0%,3.63,82%,60.0,Devin Singletary,RB,2019,17.8
858,2019-12-15,14.0,22.103,BUF,1,PIT,21.0,87.0,4.14,0.0,3.0,2.0,2.0,1.0,0.0,66.7%,0.67,71%,46.0,Devin Singletary,RB,2019,9.9
859,2019-12-21,15.0,22.109,BUF,1,NWE,15.0,46.0,3.07,0.0,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,96%,52.0,Devin Singletary,RB,2019,5.8
860,2019-09-08,1.0,24.125999999999998,PIT,1,NWE,10.0,21.0,2.1,0.0,4.0,4.0,44.0,11.0,0.0,100.0%,11.0,46%,31.0,James Conner,RB,2019,10.5
861,2019-09-15,2.0,24.133000000000003,PIT,0,SEA,11.0,33.0,3.0,1.0,4.0,3.0,12.0,4.0,0.0,75.0%,3.0,55%,31.0,James Conner,RB,2019,13.5
862,2019-09-22,3.0,24.14,PIT,1,SFO,13.0,43.0,3.31,0.0,4.0,4.0,14.0,3.5,0.0,100.0%,3.5,68%,36.0,James Conner,RB,2019,8.7
863,2019-09-30,4.0,24.148000000000003,PIT,0,CIN,10.0,42.0,4.2,0.0,8.0,8.0,83.0,10.38,1.0,100.0%,10.38,66%,38.0,James Conner,RB,2019,26.5
864,2019-10-06,5.0,24.154,PIT,0,BAL,14.0,55.0,3.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,79%,46.0,James Conner,RB,2019,11.5
865,2019-10-13,6.0,24.160999999999998,PIT,1,LAC,16.0,41.0,2.56,1.0,7.0,7.0,78.0,11.14,1.0,100.0%,11.14,49%,29.0,James Conner,RB,2019,30.9
866,2019-10-28,7.0,24.176,PIT,0,MIA,23.0,145.0,6.3,1.0,4.0,3.0,5.0,1.67,0.0,75.0%,1.25,82%,61.0,James Conner,RB,2019,27.0
867,2019-11-14,10.0,24.193,PIT,1,CLE,5.0,10.0,2.0,0.0,2.0,1.0,6.0,6.0,0.0,50.0%,3.0,18%,13.0,James Conner,RB,2019,2.6
868,2019-12-15,14.0,24.224,PIT,0,BUF,8.0,42.0,5.25,0.0,5.0,4.0,9.0,2.25,1.0,80.0%,1.8,58%,34.0,James Conner,RB,2019,15.1
869,2019-12-22,15.0,24.230999999999998,PIT,1,NYJ,6.0,32.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,13%,9.0,James Conner,RB,2019,3.2
870,2019-09-05,1.0,24.155,GNB,1,CHI,5.0,0.0,0.0,0.0,2.0,2.0,15.0,7.5,0.0,100.0%,7.5,39%,24.0,Jamaal Williams,RB,2019,3.5
871,2019-09-15,2.0,24.165,GNB,0,MIN,9.0,28.0,3.11,0.0,4.0,3.0,13.0,4.33,1.0,75.0%,3.25,45%,32.0,Jamaal Williams,RB,2019,13.1
872,2019-09-22,3.0,24.171999999999997,GNB,0,DEN,12.0,59.0,4.92,0.0,2.0,2.0,27.0,13.5,0.0,100.0%,13.5,61%,33.0,Jamaal Williams,RB,2019,10.6
873,2019-09-26,4.0,24.176,GNB,0,PHI,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0%,0.0,1%,1.0,Jamaal Williams,RB,2019,1.0
874,2019-10-14,6.0,24.194000000000003,GNB,0,DET,14.0,104.0,7.43,0.0,5.0,4.0,32.0,8.0,1.0,80.0%,6.4,53%,39.0,Jamaal Williams,RB,2019,26.6
875,2019-10-20,7.0,24.2,GNB,0,OAK,3.0,5.0,1.67,0.0,5.0,4.0,26.0,6.5,1.0,80.0%,5.2,40%,23.0,Jamaal Williams,RB,2019,13.1
876,2019-10-27,8.0,24.206999999999997,GNB,1,KAN,7.0,22.0,3.14,1.0,3.0,3.0,14.0,4.67,1.0,100.0%,4.67,48%,32.0,Jamaal Williams,RB,2019,18.6
877,2019-11-03,9.0,24.214000000000002,GNB,1,LAC,2.0,10.0,5.0,0.0,6.0,6.0,39.0,6.5,1.0,100.0%,6.5,44%,22.0,Jamaal Williams,RB,2019,16.9
878,2019-11-10,10.0,24.221,GNB,0,CAR,13.0,63.0,4.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0%,0.0,50%,32.0,Jamaal Williams,RB,2019,6.3
879,2019-11-24,11.0,24.235,GNB,1,SFO,11.0,45.0,4.09,0.0,8.0,7.0,35.0,5.0,0.0,87.5%,4.38,48%,38.0,Jamaal Williams,RB,2019,15.0
880,2019-12-01,12.0,24.241999999999997,GNB,1,NYG,10.0,41.0,4.1,0.0,4.0,4.0,26.0,6.5,0.0,100.0%,6.5,42%,27.0,Jamaal Williams,RB,2019,10.7
881,2019-12-08,13.0,24.249000000000002,GNB,0,WAS,7.0,24.0,3.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0%,0.0,42%,25.0,Jamaal Williams,RB,2019,2.4
882,2019-12-15,14.0,24.256,GNB,0,CHI,8.0,26.0,3.25,0.0,1.0,1.0,7.0,7.0,0.0,100.0%,7.0,41%,24.0,Jamaal Williams,RB,2019,4.3
883,2019-12-23,15.0,24.264,GNB,1,MIN,6.0,33.0,5.5,0.0,2.0,2.0,19.0,9.5,0.0,100.0%,9.5,27%,21.0,Jamaal Williams,RB,2019,7.2
884,2019-09-08,1.0,27.266,ARI,0,DET,18.0,82.0,4.56,0.0,7.0,6.0,55.0,9.17,1.0,85.7%,7.86,86%,76.0,David Johnson,RB,2019,25.7
885,2019-09-15,2.0,27.273000000000003,ARI,1,BAL,7.0,14.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0%,0.0,60%,34.0,David Johnson,RB,2019,8.4
886,2019-09-22,3.0,27.28,ARI,0,CAR,11.0,37.0,3.36,0.0,9.0,6.0,28.0,4.67,1.0,66.7%,3.11,87%,65.0,David Johnson,RB,2019,18.5
887,2019-09-29,4.0,27.287,ARI,0,SEA,11.0,40.0,3.64,0.0,11.0,8.0,99.0,12.38,0.0,72.7%,9.0,86%,54.0,David Johnson,RB,2019,21.9
888,2019-10-06,5.0,27.294,ARI,1,CIN,17.0,91.0,5.35,0.0,5.0,3.0,65.0,21.67,0.0,60.0%,13.0,69%,52.0,David Johnson,RB,2019,18.6
889,2019-10-13,6.0,27.301,ARI,0,ATL,12.0,34.0,2.83,1.0,8.0,6.0,68.0,11.33,1.0,75.0%,8.5,75%,52.0,David Johnson,RB,2019,28.2
890,2019-10-20,7.0,27.308000000000003,ARI,1,NYG,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,5%,3.0,David Johnson,RB,2019,0.2
891,2019-11-10,10.0,27.329,ARI,1,TAM,5.0,2.0,0.4,0.0,1.0,1.0,8.0,8.0,0.0,100.0%,8.0,43%,29.0,David Johnson,RB,2019,1.0
892,2019-11-17,11.0,27.336,ARI,1,SFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,12%,8.0,David Johnson,RB,2019,0.0
893,2019-12-01,12.0,27.35,ARI,0,LAR,4.0,15.0,3.75,0.0,2.0,2.0,9.0,4.5,0.0,100.0%,4.5,24%,15.0,David Johnson,RB,2019,4.4
894,2019-12-08,13.0,27.357,ARI,0,PIT,3.0,19.0,6.33,0.0,2.0,2.0,34.0,17.0,1.0,100.0%,17.0,36%,21.0,David Johnson,RB,2019,13.3
895,2019-12-15,14.0,27.364,ARI,0,CLE,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,21%,13.0,David Johnson,RB,2019,0.6
896,2019-12-22,15.0,28.006,ARI,1,SEA,2.0,3.0,1.5,0.0,1.0,1.0,4.0,4.0,0.0,100.0%,4.0,22%,15.0,David Johnson,RB,2019,1.7
897,2019-09-08,1.0,24.148000000000003,BAL,1,MIA,17.0,56.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,38%,29.0,Gus Edwards ,RB,2019,5.6
898,2019-09-15,2.0,24.155,BAL,0,ARI,3.0,11.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,21%,16.0,Gus Edwards ,RB,2019,1.1
899,2019-09-22,3.0,24.162,BAL,1,KAN,7.0,53.0,7.57,0.0,2.0,2.0,15.0,7.5,0.0,100.0%,7.5,27%,22.0,Gus Edwards ,RB,2019,8.8
900,2019-09-29,4.0,24.169,BAL,0,CLE,6.0,28.0,4.67,0.0,1.0,1.0,8.0,8.0,0.0,100.0%,8.0,30%,21.0,Gus Edwards ,RB,2019,4.6
901,2019-10-06,5.0,24.176,BAL,1,PIT,5.0,17.0,3.4,0.0,1.0,1.0,6.0,6.0,0.0,100.0%,6.0,25%,20.0,Gus Edwards ,RB,2019,3.3
902,2019-10-13,6.0,24.183000000000003,BAL,0,CIN,6.0,34.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,42%,33.0,Gus Edwards ,RB,2019,3.4
903,2019-10-20,7.0,24.19,BAL,1,SEA,8.0,35.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,36%,21.0,Gus Edwards ,RB,2019,3.5
904,2019-11-03,8.0,24.204,BAL,0,NWE,7.0,27.0,3.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,42%,28.0,Gus Edwards ,RB,2019,8.7
905,2019-11-10,9.0,24.211,BAL,1,CIN,4.0,17.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,24%,11.0,Gus Edwards ,RB,2019,1.7
906,2019-11-17,10.0,24.218000000000004,BAL,0,HOU,8.0,112.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,37%,25.0,Gus Edwards ,RB,2019,20.2
907,2019-11-25,11.0,24.226,BAL,1,LAR,14.0,55.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,42%,32.0,Gus Edwards ,RB,2019,5.5
908,2019-12-01,12.0,24.232,BAL,0,SFO,6.0,15.0,2.5,0.0,1.0,1.0,7.0,7.0,0.0,100.0%,7.0,38%,25.0,Gus Edwards ,RB,2019,3.2
909,2019-12-08,13.0,24.239,BAL,1,BUF,4.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,33%,20.0,Gus Edwards ,RB,2019,2.0
910,2019-12-12,14.0,24.243000000000002,BAL,0,NYJ,5.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,29%,18.0,Gus Edwards ,RB,2019,3.5
911,2019-12-22,15.0,24.253,BAL,1,CLE,12.0,66.0,5.5,0.0,1.0,1.0,7.0,7.0,0.0,100.0%,7.0,41%,30.0,Gus Edwards ,RB,2019,8.3
912,2019-12-29,16.0,24.26,BAL,0,PIT,21.0,130.0,6.19,0.0,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,68%,46.0,Gus Edwards ,RB,2019,16.2
913,2019-09-08,1.0,36.117,BUF,1,NYJ,11.0,20.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,29%,19.0,Frank Gore,RB,2019,2.0
914,2019-09-15,2.0,36.124,BUF,1,NYG,19.0,68.0,3.58,1.0,2.0,2.0,15.0,7.5,0.0,100.0%,7.5,61%,43.0,Frank Gore,RB,2019,16.3
915,2019-09-22,3.0,36.131,BUF,0,CIN,14.0,76.0,5.43,1.0,2.0,2.0,13.0,6.5,0.0,100.0%,6.5,61%,47.0,Frank Gore,RB,2019,16.9
916,2019-09-29,4.0,36.138000000000005,BUF,0,NWE,17.0,109.0,6.41,0.0,1.0,0.0,0.0,0.0,0.0,0.0%,0.0,44%,35.0,Frank Gore,RB,2019,13.9
917,2019-10-06,5.0,36.145,BUF,1,TEN,14.0,60.0,4.29,0.0,2.0,2.0,9.0,4.5,0.0,100.0%,4.5,52%,33.0,Frank Gore,RB,2019,8.9
918,2019-10-20,6.0,36.159,BUF,0,MIA,11.0,55.0,5.0,0.0,1.0,1.0,11.0,11.0,0.0,100.0%,11.0,55%,30.0,Frank Gore,RB,2019,7.6
919,2019-10-27,7.0,36.166,BUF,0,PHI,9.0,34.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,29%,17.0,Frank Gore,RB,2019,3.4
920,2019-11-03,8.0,36.173,BUF,0,WAS,11.0,15.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,34%,21.0,Frank Gore,RB,2019,1.5
921,2019-11-10,9.0,36.18,BUF,1,CLE,5.0,12.0,2.4,0.0,1.0,1.0,4.0,4.0,0.0,100.0%,4.0,32%,22.0,Frank Gore,RB,2019,2.6
