,Date,G#,Age,Tm,Away,Opp,Att,Rush_YDS,Y/A,Rush_TD,Tgt,Rec,Rec_YDS,Y/R,Rec_TD,Ctch%,Y/Tgt,Snap_Pct,Snaps,Name,Position,Season,DKPt
387,2020-11-15,9.0,27.184,LAR,0,SEA,6.0,33.0,5.5,2.0,2.0,2.0,18.0,9.0,0.0,100.0%,9.0,41%,29.0,Malcolm Brown ,RB,2020,19.1
388,2020-11-23,10.0,27.191999999999997,LAR,1,TAM,3.0,20.0,6.67,0.0,1.0,1.0,8.0,8.0,0.0,100.0%,8.0,38%,27.0,Malcolm Brown ,RB,2020,3.8
389,2020-11-29,11.0,27.198,LAR,0,SFO,3.0,4.0,1.33,0.0,2.0,2.0,15.0,7.5,0.0,100.0%,7.5,40%,25.0,Malcolm Brown ,RB,2020,2.9
390,2020-12-06,12.0,27.205,LAR,1,ARI,3.0,-3.0,-1.0,0.0,1.0,1.0,30.0,30.0,0.0,100.0%,30.0,16%,13.0,Malcolm Brown ,RB,2020,3.7
391,2020-09-13,1.0,24.051,CIN,0,LAC,19.0,69.0,3.63,0.0,2.0,1.0,2.0,2.0,0.0,50.0%,1.0,59%,40.0,Joe Mixon,RB,2020,7.1
392,2020-09-17,2.0,24.055,CIN,1,CLE,16.0,46.0,2.88,0.0,4.0,4.0,40.0,10.0,0.0,100.0%,10.0,50%,46.0,Joe Mixon,RB,2020,12.6
393,2020-09-27,3.0,24.065,CIN,1,PHI,17.0,49.0,2.88,0.0,3.0,2.0,16.0,8.0,0.0,66.7%,5.33,72%,52.0,Joe Mixon,RB,2020,8.5
394,2020-10-04,4.0,24.072,CIN,0,JAX,25.0,151.0,6.04,2.0,6.0,6.0,30.0,5.0,1.0,100.0%,5.0,83%,62.0,Joe Mixon,RB,2020,45.1
395,2020-10-11,5.0,24.079,CIN,1,BAL,24.0,59.0,2.46,0.0,8.0,6.0,35.0,5.83,0.0,75.0%,4.38,76%,51.0,Joe Mixon,RB,2020,15.4
396,2020-10-18,6.0,24.086,CIN,1,IND,18.0,54.0,3.0,1.0,3.0,2.0,15.0,7.5,0.0,66.7%,5.0,53%,39.0,Joe Mixon,RB,2020,14.9
397,2020-09-13,1.0,28.296,CIN,0,LAC,1.0,7.0,7.0,0.0,5.0,4.0,21.0,5.25,0.0,80.0%,4.2,29%,20.0,Giovani Bernard,RB,2020,6.8
398,2020-09-17,2.0,28.3,CIN,1,CLE,1.0,3.0,3.0,0.0,7.0,5.0,22.0,4.4,0.0,71.4%,3.14,46%,42.0,Giovani Bernard,RB,2020,7.5
399,2020-09-27,3.0,28.31,CIN,1,PHI,0.0,0.0,0.0,0.0,3.0,3.0,55.0,18.33,0.0,100.0%,18.33,25%,18.0,Giovani Bernard,RB,2020,8.5
400,2020-10-04,4.0,28.316999999999997,CIN,0,JAX,2.0,19.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,17%,13.0,Giovani Bernard,RB,2020,1.9
401,2020-10-11,5.0,28.324,CIN,1,BAL,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,0.0,50.0%,2.0,24%,16.0,Giovani Bernard,RB,2020,1.4
402,2020-10-18,6.0,28.331,CIN,1,IND,8.0,15.0,1.88,1.0,3.0,3.0,13.0,4.33,0.0,100.0%,4.33,48%,35.0,Giovani Bernard,RB,2020,11.8
403,2020-10-25,7.0,28.338,CIN,0,CLE,13.0,37.0,2.85,0.0,5.0,5.0,59.0,11.8,1.0,100.0%,11.8,76%,57.0,Giovani Bernard,RB,2020,20.6
404,2020-11-01,8.0,28.345,CIN,0,TEN,15.0,62.0,4.13,1.0,4.0,3.0,16.0,5.33,1.0,75.0%,4.0,64%,47.0,Giovani Bernard,RB,2020,22.8
405,2020-11-15,9.0,28.359,CIN,1,PIT,8.0,30.0,3.75,0.0,7.0,4.0,17.0,4.25,0.0,57.1%,2.43,68%,44.0,Giovani Bernard,RB,2020,8.7
406,2020-11-22,10.0,29.0,CIN,1,WAS,9.0,18.0,2.0,0.0,5.0,4.0,37.0,9.25,0.0,80.0%,7.4,54%,37.0,Giovani Bernard,RB,2020,9.5
407,2020-11-29,11.0,29.006999999999998,CIN,0,NYG,8.0,32.0,4.0,0.0,3.0,2.0,17.0,8.5,0.0,66.7%,5.67,78%,38.0,Giovani Bernard,RB,2020,6.9
408,2020-12-06,12.0,29.014,CIN,1,MIA,12.0,30.0,2.5,0.0,2.0,2.0,-1.0,-0.5,0.0,100.0%,-0.5,67%,35.0,Giovani Bernard,RB,2020,4.9
409,2020-09-13,1.0,24.098000000000003,CAR,0,LVR,23.0,97.0,4.22,2.0,4.0,3.0,38.0,12.67,0.0,75.0%,9.5,97%,65.0,Christian McCaffrey ,RB,2020,28.5
410,2020-09-20,2.0,24.105,CAR,1,TAM,18.0,59.0,3.28,2.0,5.0,4.0,29.0,7.25,0.0,80.0%,5.8,64%,47.0,Christian McCaffrey ,RB,2020,24.8
411,2020-11-08,9.0,24.154,CAR,1,KAN,18.0,69.0,3.83,1.0,10.0,10.0,82.0,8.2,1.0,100.0%,8.2,71%,59.0,Christian McCaffrey ,RB,2020,37.1
412,2020-09-13,1.0,28.156999999999996,SFO,0,ARI,15.0,56.0,3.73,0.0,5.0,4.0,95.0,23.75,1.0,80.0%,19.0,60%,37.0,Raheem Mostert,RB,2020,25.1
413,2020-09-20,2.0,28.164,SFO,1,NYJ,8.0,92.0,11.5,1.0,2.0,2.0,15.0,7.5,0.0,100.0%,7.5,21%,13.0,Raheem Mostert,RB,2020,18.7
414,2020-10-11,5.0,28.185,SFO,0,MIA,11.0,90.0,8.18,0.0,3.0,3.0,29.0,9.67,0.0,100.0%,9.67,48%,31.0,Raheem Mostert,RB,2020,14.9
415,2020-10-18,6.0,28.191999999999997,SFO,0,LAR,17.0,65.0,3.82,0.0,2.0,2.0,11.0,5.5,0.0,100.0%,5.5,48%,35.0,Raheem Mostert,RB,2020,9.6
416,2020-11-29,11.0,28.234,SFO,1,LAR,16.0,43.0,2.69,1.0,2.0,2.0,0.0,0.0,0.0,100.0%,0.0,40%,29.0,Raheem Mostert,RB,2020,11.3
417,2020-12-07,12.0,28.241999999999997,SFO,0,BUF,9.0,42.0,4.67,0.0,1.0,1.0,1.0,1.0,0.0,100.0%,1.0,44%,27.0,Raheem Mostert,RB,2020,5.3
418,2020-09-13,1.0,21.271,BAL,0,CLE,7.0,22.0,3.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,39%,23.0,J.K. Dobbins ,RB,2020,14.2
419,2020-09-20,2.0,21.278000000000002,BAL,1,HOU,2.0,48.0,24.0,0.0,1.0,1.0,13.0,13.0,0.0,100.0%,13.0,31%,20.0,J.K. Dobbins ,RB,2020,7.1
420,2020-09-28,3.0,21.285999999999998,BAL,0,KAN,1.0,6.0,6.0,0.0,4.0,4.0,38.0,9.5,0.0,100.0%,9.5,43%,24.0,J.K. Dobbins ,RB,2020,8.4
421,2020-10-04,4.0,21.291999999999998,BAL,1,WAS,5.0,16.0,3.2,0.0,2.0,1.0,1.0,1.0,0.0,50.0%,0.5,37%,21.0,J.K. Dobbins ,RB,2020,2.7
422,2020-10-11,5.0,21.299,BAL,0,CIN,1.0,34.0,34.0,0.0,3.0,3.0,21.0,7.0,0.0,100.0%,7.0,29%,18.0,J.K. Dobbins ,RB,2020,8.5
423,2020-10-18,6.0,21.305999999999997,BAL,1,PHI,9.0,28.0,3.11,0.0,4.0,2.0,1.0,0.5,0.0,50.0%,0.25,41%,30.0,J.K. Dobbins ,RB,2020,4.9
424,2020-11-01,7.0,21.32,BAL,0,PIT,15.0,113.0,7.53,0.0,2.0,1.0,8.0,8.0,0.0,50.0%,4.0,66%,54.0,J.K. Dobbins ,RB,2020,16.1
425,2020-11-08,8.0,21.326999999999998,BAL,1,IND,12.0,30.0,2.5,0.0,2.0,2.0,5.0,2.5,0.0,100.0%,2.5,56%,36.0,J.K. Dobbins ,RB,2020,5.5
426,2020-11-15,9.0,21.334,BAL,1,NWE,5.0,13.0,2.6,0.0,2.0,1.0,1.0,1.0,0.0,50.0%,0.5,44%,29.0,J.K. Dobbins ,RB,2020,2.4
427,2020-11-22,10.0,21.340999999999998,BAL,0,TEN,15.0,70.0,4.67,1.0,2.0,2.0,15.0,7.5,0.0,100.0%,7.5,63%,41.0,J.K. Dobbins ,RB,2020,18.5
428,2020-09-13,1.0,25.153000000000002,BAL,0,CLE,4.0,17.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,25%,15.0,Gus Edwards ,RB,2020,1.7
429,2020-09-20,2.0,25.16,BAL,1,HOU,10.0,73.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,31%,20.0,Gus Edwards ,RB,2020,7.3
430,2020-09-28,3.0,25.168000000000003,BAL,0,KAN,4.0,39.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,23%,13.0,Gus Edwards ,RB,2020,3.9
431,2020-10-04,4.0,25.174,BAL,1,WAS,9.0,38.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,39%,22.0,Gus Edwards ,RB,2020,3.8
432,2020-10-11,5.0,25.180999999999997,BAL,0,CIN,7.0,25.0,3.57,0.0,3.0,0.0,0.0,0.0,0.0,0.0%,0.0,40%,25.0,Gus Edwards ,RB,2020,2.5
433,2020-10-18,6.0,25.188000000000002,BAL,1,PHI,14.0,26.0,1.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,44%,32.0,Gus Edwards ,RB,2020,8.6
434,2020-11-01,7.0,25.201999999999998,BAL,0,PIT,16.0,87.0,5.44,1.0,1.0,0.0,0.0,0.0,0.0,0.0%,0.0,32%,26.0,Gus Edwards ,RB,2020,14.7
435,2020-11-08,8.0,25.209,BAL,1,IND,11.0,23.0,2.09,1.0,2.0,2.0,11.0,5.5,0.0,100.0%,5.5,38%,24.0,Gus Edwards ,RB,2020,10.4
436,2020-11-15,9.0,25.215999999999998,BAL,1,NWE,7.0,42.0,6.0,0.0,1.0,1.0,31.0,31.0,0.0,100.0%,31.0,23%,15.0,Gus Edwards ,RB,2020,8.3
437,2020-11-22,10.0,25.223000000000003,BAL,0,TEN,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,20%,13.0,Gus Edwards ,RB,2020,0.6
438,2020-12-02,11.0,25.233,BAL,1,PIT,9.0,10.0,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,51%,27.0,Gus Edwards ,RB,2020,7.0
439,2020-09-13,1.0,25.119,LAC,1,CIN,19.0,84.0,4.42,0.0,1.0,1.0,3.0,3.0,0.0,100.0%,3.0,68%,50.0,Austin Ekeler,RB,2020,9.7
440,2020-09-20,2.0,25.125999999999998,LAC,0,KAN,16.0,93.0,5.81,0.0,4.0,4.0,55.0,13.75,0.0,100.0%,13.75,57%,47.0,Austin Ekeler,RB,2020,18.8
441,2020-09-27,3.0,25.133000000000003,LAC,0,CAR,12.0,59.0,4.92,1.0,11.0,11.0,84.0,7.64,0.0,100.0%,7.64,72%,56.0,Austin Ekeler,RB,2020,31.3
442,2020-10-04,4.0,25.14,LAC,1,TAM,2.0,12.0,6.0,0.0,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,6%,3.0,Austin Ekeler,RB,2020,2.4
443,2020-11-29,11.0,25.195999999999998,LAC,1,BUF,14.0,44.0,3.14,0.0,16.0,11.0,85.0,7.73,0.0,68.8%,5.31,72%,60.0,Austin Ekeler,RB,2020,23.9
444,2020-12-06,12.0,25.203000000000003,LAC,0,NWE,8.0,36.0,4.5,0.0,9.0,4.0,32.0,8.0,0.0,44.4%,3.56,60%,43.0,Austin Ekeler,RB,2020,10.8
445,2020-09-13,1.0,37.122,NYJ,1,BUF,6.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,25%,14.0,Frank Gore,RB,2020,2.4
446,2020-09-20,2.0,37.129,NYJ,0,SFO,21.0,63.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0%,0.0,57%,37.0,Frank Gore,RB,2020,6.3
447,2020-09-27,3.0,37.135999999999996,NYJ,1,IND,15.0,57.0,3.8,0.0,1.0,1.0,5.0,5.0,0.0,100.0%,5.0,41%,26.0,Frank Gore,RB,2020,7.2
448,2020-10-01,4.0,37.14,NYJ,0,DEN,13.0,30.0,2.31,0.0,2.0,1.0,6.0,6.0,0.0,50.0%,3.0,48%,37.0,Frank Gore,RB,2020,4.6
449,2020-10-11,5.0,37.15,NYJ,0,ARI,9.0,30.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,33%,23.0,Frank Gore,RB,2020,3.0
450,2020-10-18,6.0,37.157,NYJ,1,MIA,11.0,46.0,4.18,0.0,4.0,4.0,24.0,6.0,0.0,100.0%,6.0,35%,25.0,Frank Gore,RB,2020,11.0
451,2020-10-25,7.0,37.164,NYJ,0,BUF,11.0,60.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,28%,16.0,Frank Gore,RB,2020,6.0
452,2020-11-01,8.0,37.171,NYJ,1,KAN,10.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,39%,22.0,Frank Gore,RB,2020,3.0
453,2020-11-09,9.0,37.179,NYJ,0,NWE,12.0,46.0,3.83,0.0,2.0,2.0,13.0,6.5,0.0,100.0%,6.5,50%,23.0,Frank Gore,RB,2020,7.9
454,2020-11-22,10.0,37.192,NYJ,1,LAC,15.0,61.0,4.07,1.0,2.0,2.0,10.0,5.0,0.0,100.0%,5.0,58%,35.0,Frank Gore,RB,2020,15.1
455,2020-11-29,11.0,37.199,NYJ,0,MIA,18.0,74.0,4.11,0.0,3.0,3.0,12.0,4.0,0.0,100.0%,4.0,58%,32.0,Frank Gore,RB,2020,11.6
456,2020-12-06,12.0,37.205999999999996,NYJ,0,LVR,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,3%,2.0,Frank Gore,RB,2020,0.2
457,2020-09-13,1.0,28.109,LVR,1,CAR,4.0,29.0,7.25,0.0,3.0,3.0,23.0,7.67,0.0,100.0%,7.67,13%,8.0,Devontae Booker,RB,2020,8.2
458,2020-09-21,2.0,28.116999999999997,LVR,0,NOR,3.0,-1.0,-0.33,0.0,1.0,1.0,6.0,6.0,0.0,100.0%,6.0,14%,11.0,Devontae Booker,RB,2020,1.5
459,2020-09-27,3.0,28.123,LVR,1,NWE,3.0,31.0,10.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,7%,4.0,Devontae Booker,RB,2020,3.1
460,2020-10-04,4.0,28.13,LVR,0,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,8%,6.0,Devontae Booker,RB,2020,0.0
461,2020-10-11,5.0,28.136999999999997,LVR,1,KAN,7.0,62.0,8.86,0.0,1.0,1.0,5.0,5.0,0.0,100.0%,5.0,21%,15.0,Devontae Booker,RB,2020,7.7
462,2020-10-25,6.0,28.151,LVR,0,TAM,3.0,5.0,1.67,0.0,2.0,2.0,9.0,4.5,0.0,100.0%,4.5,23%,15.0,Devontae Booker,RB,2020,3.4
463,2020-11-01,7.0,28.158,LVR,1,CLE,5.0,29.0,5.8,0.0,1.0,1.0,17.0,17.0,0.0,100.0%,17.0,14%,10.0,Devontae Booker,RB,2020,5.6
464,2020-11-08,8.0,28.165,LVR,1,LAC,8.0,68.0,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,26%,13.0,Devontae Booker,RB,2020,12.8
465,2020-11-15,9.0,28.171999999999997,LVR,0,DEN,16.0,81.0,5.06,2.0,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,36%,26.0,Devontae Booker,RB,2020,21.3
466,2020-11-22,10.0,28.179000000000002,LVR,0,KAN,5.0,16.0,3.2,0.0,1.0,1.0,3.0,3.0,0.0,100.0%,3.0,25%,15.0,Devontae Booker,RB,2020,2.9
467,2020-11-29,11.0,28.186,LVR,1,ATL,5.0,6.0,1.2,0.0,4.0,1.0,-1.0,-1.0,0.0,25.0%,-0.25,35%,22.0,Devontae Booker,RB,2020,1.5
468,2020-12-06,12.0,28.193,LVR,1,NYJ,16.0,50.0,3.13,0.0,2.0,1.0,1.0,1.0,0.0,50.0%,0.5,42%,33.0,Devontae Booker,RB,2020,6.1
469,2020-09-13,1.0,25.239,TAM,1,NOR,5.0,5.0,1.0,0.0,1.0,1.0,14.0,14.0,0.0,100.0%,14.0,13%,9.0,Leonard Fournette ,RB,2020,2.9
470,2020-09-20,2.0,25.246,TAM,0,CAR,12.0,103.0,8.58,2.0,5.0,4.0,13.0,3.25,0.0,80.0%,2.6,43%,26.0,Leonard Fournette ,RB,2020,30.6
471,2020-09-27,3.0,25.253,TAM,1,DEN,7.0,15.0,2.14,0.0,2.0,2.0,7.0,3.5,0.0,100.0%,3.5,37%,25.0,Leonard Fournette ,RB,2020,4.2
472,2020-10-08,5.0,25.264,TAM,1,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,1%,1.0,Leonard Fournette ,RB,2020,0.0
473,2020-10-25,7.0,25.281,TAM,1,LVR,11.0,50.0,4.55,0.0,7.0,6.0,47.0,7.83,0.0,85.7%,6.71,56%,40.0,Leonard Fournette ,RB,2020,15.7
474,2020-11-02,8.0,25.289,TAM,1,NYG,15.0,52.0,3.47,0.0,6.0,3.0,19.0,6.33,0.0,50.0%,3.17,73%,51.0,Leonard Fournette ,RB,2020,10.1
475,2020-11-08,9.0,25.295,TAM,0,NOR,1.0,0.0,0.0,0.0,6.0,6.0,41.0,6.83,0.0,100.0%,6.83,66%,33.0,Leonard Fournette ,RB,2020,10.1
476,2020-11-15,10.0,25.302,TAM,1,CAR,8.0,19.0,2.38,0.0,3.0,2.0,11.0,5.5,0.0,66.7%,3.67,36%,29.0,Leonard Fournette ,RB,2020,5.0
477,2020-11-23,11.0,25.31,TAM,0,LAR,7.0,17.0,2.43,1.0,4.0,1.0,9.0,9.0,0.0,25.0%,2.25,52%,36.0,Leonard Fournette ,RB,2020,9.6
478,2020-11-29,12.0,25.316,TAM,0,KAN,3.0,10.0,3.33,0.0,3.0,3.0,10.0,3.33,0.0,100.0%,3.33,56%,33.0,Leonard Fournette ,RB,2020,5.0
479,2020-09-13,1.0,24.302,SFO,0,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,0%,0.0,Jeff Wilson,RB,2020,0.0
480,2020-09-20,2.0,24.309,SFO,1,NYJ,2.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,8%,5.0,Jeff Wilson,RB,2020,0.3
481,2020-09-27,3.0,24.316,SFO,1,NYG,12.0,15.0,1.25,1.0,3.0,3.0,54.0,18.0,1.0,100.0%,18.0,29%,23.0,Jeff Wilson,RB,2020,21.9
482,2020-10-04,4.0,24.323,SFO,0,PHI,3.0,6.0,2.0,0.0,1.0,1.0,13.0,13.0,0.0,100.0%,13.0,8%,6.0,Jeff Wilson,RB,2020,2.9
483,2020-10-11,5.0,24.33,SFO,0,MIA,4.0,27.0,6.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0%,0.0,23%,15.0,Jeff Wilson,RB,2020,2.7
484,2020-10-25,7.0,24.344,SFO,1,NWE,17.0,112.0,6.59,3.0,2.0,2.0,8.0,4.0,0.0,100.0%,4.0,56%,37.0,Jeff Wilson,RB,2020,35.0
485,2020-11-29,11.0,25.013,SFO,1,LAR,12.0,40.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,35%,25.0,Jeff Wilson,RB,2020,3.0
486,2020-12-07,12.0,25.021,SFO,0,BUF,7.0,47.0,6.71,0.0,5.0,2.0,12.0,6.0,0.0,40.0%,2.4,46%,28.0,Jeff Wilson,RB,2020,7.9
487,2020-09-13,1.0,22.273000000000003,BUF,0,NYJ,9.0,11.0,1.22,0.0,4.0,3.0,16.0,5.33,1.0,75.0%,4.0,45%,39.0,Zack Moss ,RB,2020,11.7
488,2020-09-20,2.0,22.28,BUF,1,MIA,8.0,37.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,46%,28.0,Zack Moss ,RB,2020,3.7
489,2020-10-19,6.0,22.309,BUF,0,KAN,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,25%,14.0,Zack Moss ,RB,2020,1.0
490,2020-10-25,7.0,22.315,BUF,1,NYJ,7.0,47.0,6.71,0.0,3.0,3.0,25.0,8.33,0.0,100.0%,8.33,47%,35.0,Zack Moss ,RB,2020,10.2
491,2020-11-01,8.0,22.322,BUF,0,NWE,14.0,81.0,5.79,2.0,1.0,0.0,0.0,0.0,0.0,0.0%,0.0,53%,31.0,Zack Moss ,RB,2020,20.1
492,2020-11-08,9.0,22.329,BUF,0,SEA,9.0,18.0,2.0,1.0,2.0,2.0,30.0,15.0,0.0,100.0%,15.0,56%,38.0,Zack Moss ,RB,2020,12.8
493,2020-11-15,10.0,22.336,BUF,1,ARI,7.0,20.0,2.86,0.0,2.0,1.0,-3.0,-3.0,0.0,50.0%,-1.5,53%,39.0,Zack Moss ,RB,2020,2.7
494,2020-11-29,11.0,22.35,BUF,0,LAC,9.0,59.0,6.56,0.0,2.0,2.0,9.0,4.5,0.0,100.0%,4.5,60%,37.0,Zack Moss ,RB,2020,8.8
495,2020-12-07,12.0,22.358,BUF,1,SFO,3.0,9.0,3.0,0.0,1.0,1.0,5.0,5.0,0.0,100.0%,5.0,15%,11.0,Zack Moss ,RB,2020,2.4
496,2020-09-13,1.0,21.083000000000002,LAR,0,DAL,14.0,39.0,2.79,0.0,1.0,1.0,4.0,4.0,0.0,100.0%,4.0,33%,24.0,Cam Akers ,RB,2020,5.3
497,2020-09-20,2.0,21.09,LAR,1,PHI,3.0,13.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,4%,3.0,Cam Akers ,RB,2020,1.3
498,2020-10-11,5.0,21.111,LAR,1,WAS,9.0,61.0,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,19%,13.0,Cam Akers ,RB,2020,6.1
499,2020-10-18,6.0,21.118000000000002,LAR,1,SFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,2%,1.0,Cam Akers ,RB,2020,0.0
500,2020-10-26,7.0,21.125999999999998,LAR,0,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,4%,3.0,Cam Akers ,RB,2020,0.0
501,2020-11-01,8.0,21.131999999999998,LAR,1,MIA,9.0,35.0,3.89,0.0,1.0,1.0,19.0,19.0,0.0,100.0%,19.0,21%,20.0,Cam Akers ,RB,2020,6.4
502,2020-11-15,9.0,21.146,LAR,0,SEA,10.0,38.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,26%,18.0,Cam Akers ,RB,2020,3.8
503,2020-11-23,10.0,21.154,LAR,1,TAM,5.0,15.0,3.0,0.0,1.0,1.0,4.0,4.0,1.0,100.0%,4.0,17%,12.0,Cam Akers ,RB,2020,8.9
504,2020-11-29,11.0,21.16,LAR,0,SFO,9.0,84.0,9.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,27%,17.0,Cam Akers ,RB,2020,14.4
505,2020-12-06,12.0,21.166999999999998,LAR,1,ARI,21.0,72.0,3.43,1.0,1.0,1.0,22.0,22.0,0.0,100.0%,22.0,63%,52.0,Cam Akers ,RB,2020,16.4
506,2020-09-13,1.0,25.139,PHI,1,WAS,9.0,35.0,3.89,0.0,2.0,2.0,19.0,9.5,0.0,100.0%,9.5,56%,38.0,Boston Scott,RB,2020,7.4
507,2020-09-20,2.0,25.146,PHI,0,LAR,4.0,19.0,4.75,0.0,3.0,3.0,24.0,8.0,0.0,100.0%,8.0,18%,13.0,Boston Scott,RB,2020,7.3
508,2020-09-27,3.0,25.153000000000002,PHI,0,CIN,3.0,5.0,1.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0%,0.0,14%,13.0,Boston Scott,RB,2020,0.5
509,2020-10-04,4.0,25.16,PHI,1,SFO,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,15%,9.0,Boston Scott,RB,2020,0.1
510,2020-10-11,5.0,25.166999999999998,PHI,1,PIT,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,12%,7.0,Boston Scott,RB,2020,0.3
511,2020-10-18,6.0,25.174,PHI,0,BAL,2.0,4.0,2.0,0.0,4.0,2.0,5.0,2.5,0.0,50.0%,1.25,49%,35.0,Boston Scott,RB,2020,2.9
512,2020-10-22,7.0,25.178,PHI,0,NYG,12.0,46.0,3.83,0.0,5.0,3.0,46.0,15.33,1.0,60.0%,9.2,69%,56.0,Boston Scott,RB,2020,18.2
513,2020-11-01,8.0,25.188000000000002,PHI,0,DAL,15.0,70.0,4.67,0.0,2.0,2.0,9.0,4.5,0.0,100.0%,4.5,66%,42.0,Boston Scott,RB,2020,9.9
514,2020-11-15,9.0,25.201999999999998,PHI,1,NYG,3.0,63.0,21.0,1.0,1.0,1.0,11.0,11.0,0.0,100.0%,11.0,27%,18.0,Boston Scott,RB,2020,14.4
515,2020-11-22,10.0,25.209,PHI,1,CLE,5.0,24.0,4.8,0.0,3.0,3.0,26.0,8.67,0.0,100.0%,8.67,40%,27.0,Boston Scott,RB,2020,8.0
516,2020-11-30,11.0,25.217,PHI,0,SEA,2.0,7.0,3.5,0.0,6.0,5.0,40.0,8.0,0.0,83.3%,6.67,37%,26.0,Boston Scott,RB,2020,9.7
517,2020-12-06,12.0,25.223000000000003,PHI,1,GNB,2.0,9.0,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0%,0.0,26%,16.0,Boston Scott,RB,2020,0.9
518,2020-09-13,1.0,22.298000000000002,LAC,1,CIN,12.0,60.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,24%,18.0,Joshua Kelley,RB,2020,12.0
519,2020-09-20,2.0,22.305,LAC,0,KAN,23.0,64.0,2.78,0.0,2.0,2.0,49.0,24.5,0.0,100.0%,24.5,52%,43.0,Joshua Kelley,RB,2020,13.3
520,2020-09-27,3.0,22.311999999999998,LAC,0,CAR,8.0,43.0,5.38,0.0,2.0,2.0,9.0,4.5,0.0,100.0%,4.5,29%,23.0,Joshua Kelley,RB,2020,6.2
521,2020-10-04,4.0,22.319000000000003,LAC,1,TAM,9.0,7.0,0.78,0.0,3.0,3.0,26.0,8.67,0.0,100.0%,8.67,57%,30.0,Joshua Kelley,RB,2020,5.3
522,2020-10-12,5.0,22.326999999999998,LAC,1,NOR,11.0,29.0,2.64,0.0,1.0,1.0,9.0,9.0,0.0,100.0%,9.0,35%,25.0,Joshua Kelley,RB,2020,4.8
523,2020-10-25,6.0,22.34,LAC,0,JAX,12.0,29.0,2.42,0.0,5.0,5.0,24.0,4.8,0.0,100.0%,4.8,47%,38.0,Joshua Kelley,RB,2020,10.3
524,2020-11-01,7.0,22.346999999999998,LAC,1,DEN,7.0,32.0,4.57,0.0,1.0,1.0,-7.0,-7.0,0.0,100.0%,-7.0,24%,21.0,Joshua Kelley,RB,2020,3.5
525,2020-11-08,8.0,22.354,LAC,0,LVR,9.0,28.0,3.11,0.0,5.0,5.0,31.0,6.2,0.0,100.0%,6.2,54%,43.0,Joshua Kelley,RB,2020,10.9
